Team,is_home,score_for,score_against,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P,match_url,season
Western Bulldogs,1,62,63,634.0,253.0,464.0,1098.0,26.0,31.0,111.0,220.0,131.0,144.0,127.0,167.0,58.0,44.0,7.0,439.0,637.0,40.0,32.0,164.0,5.0,14.0,1799.0,https://afltables.com/afl/stats/games/2022/010720220423.html,2022
Adelaide,0,63,62,626.0,263.0,469.0,1095.0,25.0,38.0,132.0,206.0,115.0,159.0,122.0,166.0,44.0,58.0,11.0,443.0,638.0,44.0,40.0,154.0,7.0,13.0,1800.0,https://afltables.com/afl/stats/games/2022/010720220423.html,2022
Port Adelaide,1,117,33,657.0,295.0,476.0,1133.0,40.0,27.0,136.0,208.0,104.0,164.0,123.0,186.0,56.0,46.0,12.0,407.0,708.0,31.0,46.0,126.0,8.0,32.0,1799.0,https://afltables.com/afl/stats/games/2022/131820220423.html,2022
West Coast,0,33,117,621.0,275.0,436.0,1057.0,26.0,27.0,110.0,191.0,121.0,133.0,111.0,171.0,46.0,56.0,6.0,373.0,657.0,32.0,35.0,111.0,10.0,22.0,1797.0,https://afltables.com/afl/stats/games/2022/131820220423.html,2022
Fremantle,1,97,62,658.0,332.0,439.0,1097.0,37.0,34.0,118.0,146.0,99.0,150.0,102.0,140.0,65.0,67.0,9.0,385.0,702.0,42.0,29.0,167.0,13.0,26.0,1801.0,https://afltables.com/afl/stats/games/2022/030820220423.html,2022
Carlton,0,62,97,653.0,331.0,467.0,1120.0,32.0,29.0,86.0,157.0,111.0,132.0,105.0,148.0,67.0,65.0,9.0,386.0,729.0,39.0,25.0,181.0,17.0,22.0,1799.0,https://afltables.com/afl/stats/games/2022/030820220423.html,2022
North Melbourne,1,61,121,601.0,245.0,438.0,1039.0,35.0,33.0,112.0,181.0,123.0,152.0,103.0,233.0,81.0,84.0,6.0,411.0,619.0,33.0,23.0,120.0,7.0,23.0,1803.0,https://afltables.com/afl/stats/games/2022/091220220424.html,2022
Geelong,0,121,61,641.0,271.0,474.0,1115.0,43.0,45.0,125.0,197.0,114.0,169.0,92.0,217.0,84.0,81.0,12.0,423.0,677.0,36.0,37.0,135.0,11.0,31.0,1799.0,https://afltables.com/afl/stats/games/2022/091220220424.html,2022
Gold Coast,1,80,132,640.0,212.0,364.0,1004.0,43.0,34.0,151.0,193.0,109.0,167.0,146.0,202.0,78.0,84.0,7.0,481.0,502.0,30.0,23.0,186.0,15.0,29.0,1802.0,https://afltables.com/afl/stats/games/2022/192020220424.html,2022
Brisbane Lions,0,132,80,641.0,202.0,377.0,1018.0,53.0,26.0,137.0,203.0,119.0,163.0,139.0,200.0,84.0,78.0,11.0,485.0,500.0,30.0,25.0,180.0,15.0,34.0,1801.0,https://afltables.com/afl/stats/games/2022/192020220424.html,2022
Richmond,1,54,76,686.0,302.0,417.0,1103.0,25.0,34.0,93.0,141.0,143.0,148.0,93.0,250.0,66.0,75.0,6.0,406.0,650.0,31.0,22.0,169.0,6.0,16.0,1800.0,https://afltables.com/afl/stats/games/2022/111420220424.html,2022
Melbourne,0,76,54,673.0,295.0,495.0,1168.0,26.0,50.0,105.0,138.0,121.0,170.0,102.0,233.0,75.0,66.0,12.0,428.0,718.0,32.0,29.0,161.0,3.0,17.0,1799.0,https://afltables.com/afl/stats/games/2022/111420220424.html,2022
Hawthorn,1,68,109,620.0,295.0,387.0,1007.0,36.0,29.0,94.0,179.0,134.0,152.0,97.0,209.0,73.0,80.0,6.0,387.0,611.0,33.0,33.0,123.0,18.0,23.0,1800.0,https://afltables.com/afl/stats/games/2022/101620220425.html,2022
Sydney,0,109,68,643.0,290.0,414.0,1057.0,42.0,34.0,107.0,175.0,115.0,178.0,110.0,202.0,80.0,73.0,12.0,414.0,637.0,39.0,36.0,132.0,12.0,31.0,1798.0,https://afltables.com/afl/stats/games/2022/101620220425.html,2022
Essendon,1,82,93,597.0,295.0,515.0,1112.0,39.0,23.0,108.0,132.0,104.0,152.0,117.0,180.0,60.0,54.0,7.0,360.0,751.0,30.0,43.0,142.0,26.0,29.0,1801.0,https://afltables.com/afl/stats/games/2022/040520220425.html,2022
Collingwood,0,93,82,609.0,305.0,454.0,1063.0,42.0,16.0,108.0,144.0,112.0,148.0,105.0,192.0,54.0,60.0,11.0,351.0,701.0,36.0,35.0,131.0,28.0,28.0,1799.0,https://afltables.com/afl/stats/games/2022/040520220425.html,2022
West Coast,1,56,165,681.0,354.0,411.0,1092.0,41.0,31.0,75.0,128.0,106.0,137.0,94.0,198.0,63.0,66.0,6.0,380.0,699.0,58.0,39.0,163.0,18.0,31.0,1798.0,https://afltables.com/afl/stats/games/2022/141820220429.html,2022
Richmond,0,165,56,708.0,354.0,405.0,1113.0,58.0,38.0,105.0,127.0,95.0,166.0,98.0,186.0,66.0,63.0,12.0,400.0,693.0,62.0,54.0,155.0,27.0,44.0,1802.0,https://afltables.com/afl/stats/games/2022/141820220429.html,2022
Geelong,1,66,69,585.0,240.0,502.0,1087.0,30.0,21.0,124.0,171.0,118.0,155.0,118.0,210.0,82.0,77.0,11.0,429.0,634.0,45.0,34.0,135.0,11.0,18.0,1799.0,https://afltables.com/afl/stats/games/2022/080920220430.html,2022
Fremantle,0,69,66,573.0,222.0,512.0,1085.0,30.0,24.0,116.0,171.0,125.0,148.0,125.0,204.0,77.0,82.0,7.0,426.0,647.0,30.0,29.0,135.0,10.0,18.0,1800.0,https://afltables.com/afl/stats/games/2022/080920220430.html,2022
Adelaide,1,54,113,564.0,223.0,532.0,1096.0,33.0,23.0,113.0,200.0,110.0,151.0,122.0,146.0,57.0,54.0,6.0,402.0,691.0,28.0,23.0,155.0,4.0,29.0,1800.0,https://afltables.com/afl/stats/games/2022/012120220430.html,2022
Greater Western Sydney,0,113,54,591.0,254.0,563.0,1154.0,42.0,28.0,130.0,220.0,112.0,158.0,127.0,154.0,54.0,57.0,12.0,429.0,725.0,44.0,37.0,166.0,8.0,37.0,1800.0,https://afltables.com/afl/stats/games/2022/012120220430.html,2022
Melbourne,1,91,81,627.0,267.0,440.0,1067.0,37.0,41.0,106.0,169.0,120.0,162.0,103.0,177.0,66.0,54.0,11.0,393.0,656.0,23.0,34.0,139.0,8.0,30.0,1798.0,https://afltables.com/afl/stats/games/2022/101120220430.html,2022
Hawthorn,0,81,91,630.0,288.0,448.0,1078.0,35.0,43.0,86.0,161.0,123.0,156.0,92.0,183.0,54.0,66.0,7.0,384.0,679.0,22.0,29.0,137.0,10.0,24.0,1799.0,https://afltables.com/afl/stats/games/2022/101120220430.html,2022
Carlton,1,114,64,659.0,299.0,414.0,1073.0,44.0,28.0,116.0,160.0,104.0,162.0,125.0,170.0,72.0,63.0,12.0,402.0,653.0,41.0,42.0,141.0,17.0,33.0,1800.0,https://afltables.com/afl/stats/games/2022/031220220430.html,2022
North Melbourne,0,64,114,616.0,265.0,357.0,973.0,37.0,20.0,142.0,152.0,115.0,144.0,115.0,181.0,63.0,72.0,6.0,396.0,559.0,43.0,33.0,138.0,13.0,27.0,1799.0,https://afltables.com/afl/stats/games/2022/031220220430.html,2022
St Kilda,1,42,43,741.0,207.0,384.0,1125.0,13.0,49.0,86.0,175.0,156.0,178.0,92.0,220.0,72.0,66.0,9.0,456.0,580.0,22.0,20.0,208.0,7.0,9.0,1802.0,https://afltables.com/afl/stats/games/2022/131520220430.html,2022
Port Adelaide,0,43,42,738.0,228.0,387.0,1125.0,14.0,44.0,61.0,164.0,162.0,173.0,88.0,215.0,66.0,72.0,9.0,432.0,614.0,20.0,19.0,203.0,8.0,9.0,1799.0,https://afltables.com/afl/stats/games/2022/131520220430.html,2022
Collingwood,1,115,90,614.0,273.0,425.0,1039.0,48.0,32.0,84.0,167.0,95.0,150.0,102.0,216.0,65.0,61.0,9.0,381.0,641.0,39.0,42.0,124.0,10.0,32.0,1797.0,https://afltables.com/afl/stats/games/2022/042020220501.html,2022
Gold Coast,0,90,115,604.0,270.0,406.0,1010.0,45.0,25.0,117.0,166.0,97.0,144.0,105.0,219.0,61.0,65.0,9.0,375.0,619.0,33.0,45.0,128.0,14.0,34.0,1803.0,https://afltables.com/afl/stats/games/2022/042020220501.html,2022
Western Bulldogs,1,103,71,654.0,282.0,499.0,1153.0,42.0,25.0,96.0,166.0,107.0,171.0,109.0,193.0,79.0,77.0,12.0,432.0,715.0,31.0,31.0,149.0,28.0,32.0,1801.0,https://afltables.com/afl/stats/games/2022/050720220501.html,2022
Essendon,0,71,103,639.0,276.0,527.0,1166.0,36.0,29.0,111.0,161.0,127.0,144.0,104.0,188.0,77.0,79.0,6.0,429.0,743.0,32.0,26.0,142.0,17.0,28.0,1801.0,https://afltables.com/afl/stats/games/2022/050720220501.html,2022
Sydney,1,89,113,623.0,231.0,446.0,1069.0,43.0,33.0,107.0,214.0,126.0,170.0,135.0,210.0,71.0,70.0,8.0,432.0,596.0,31.0,30.0,159.0,6.0,29.0,1802.0,https://afltables.com/afl/stats/games/2022/161920220501.html,2022
Brisbane Lions,0,113,89,670.0,246.0,397.0,1067.0,47.0,33.0,121.0,197.0,126.0,175.0,138.0,213.0,70.0,71.0,10.0,438.0,577.0,26.0,27.0,156.0,6.0,28.0,1802.0,https://afltables.com/afl/stats/games/2022/161920220501.html,2022
Port Adelaide,1,86,69,612.0,264.0,375.0,987.0,34.0,37.0,101.0,151.0,108.0,137.0,94.0,191.0,78.0,78.0,9.0,382.0,588.0,39.0,51.0,130.0,12.0,26.0,1799.0,https://afltables.com/afl/stats/games/2022/071320220506.html,2022
Western Bulldogs,0,69,86,606.0,246.0,369.0,975.0,32.0,32.0,82.0,131.0,102.0,142.0,98.0,196.0,78.0,78.0,9.0,386.0,561.0,36.0,39.0,128.0,12.0,22.0,1799.0,https://afltables.com/afl/stats/games/2022/071320220506.html,2022
Fremantle,1,102,24,635.0,295.0,483.0,1118.0,33.0,30.0,142.0,184.0,108.0,166.0,125.0,145.0,46.0,44.0,12.0,386.0,711.0,40.0,35.0,123.0,13.0,23.0,1800.0,https://afltables.com/afl/stats/games/2022/081220220506.html,2022
North Melbourne,0,24,102,598.0,275.0,417.0,1015.0,21.0,24.0,137.0,161.0,132.0,131.0,109.0,158.0,44.0,46.0,6.0,385.0,618.0,38.0,28.0,120.0,11.0,13.0,1799.0,https://afltables.com/afl/stats/games/2022/081220220506.html,2022
Richmond,1,113,86,662.0,262.0,478.0,1140.0,46.0,36.0,114.0,126.0,130.0,180.0,101.0,208.0,52.0,58.0,12.0,400.0,702.0,27.0,50.0,142.0,12.0,29.0,1801.0,https://afltables.com/afl/stats/games/2022/041420220507.html,2022
Collingwood,0,86,113,622.0,242.0,494.0,1116.0,41.0,39.0,81.0,135.0,131.0,177.0,97.0,194.0,59.0,50.0,6.0,386.0,696.0,27.0,43.0,143.0,12.0,25.0,1799.0,https://afltables.com/afl/stats/games/2022/041420220507.html,2022
Sydney,1,61,75,637.0,310.0,312.0,949.0,26.0,41.0,88.0,171.0,122.0,137.0,94.0,184.0,64.0,71.0,6.0,387.0,552.0,35.0,37.0,115.0,24.0,21.0,1800.0,https://afltables.com/afl/stats/games/2022/162020220507.html,2022
Gold Coast,0,75,61,671.0,332.0,294.0,965.0,28.0,43.0,107.0,156.0,109.0,151.0,101.0,164.0,71.0,64.0,12.0,402.0,558.0,31.0,35.0,122.0,24.0,21.0,1799.0,https://afltables.com/afl/stats/games/2022/162020220507.html,2022
Greater Western Sydney,1,35,88,665.0,309.0,484.0,1149.0,20.0,38.0,123.0,153.0,135.0,146.0,101.0,187.0,62.0,58.0,6.0,379.0,742.0,30.0,29.0,101.0,13.0,17.0,1799.0,https://afltables.com/afl/stats/games/2022/092120220507.html,2022
Geelong,0,88,35,715.0,366.0,512.0,1227.0,28.0,43.0,99.0,156.0,126.0,163.0,100.0,191.0,58.0,62.0,12.0,377.0,818.0,30.0,37.0,103.0,11.0,22.0,1799.0,https://afltables.com/afl/stats/games/2022/092120220507.html,2022
Essendon,1,108,81,646.0,313.0,411.0,1057.0,43.0,39.0,105.0,163.0,112.0,161.0,95.0,147.0,53.0,55.0,11.0,367.0,668.0,30.0,55.0,113.0,37.0,29.0,1801.0,https://afltables.com/afl/stats/games/2022/051020220507.html,2022
Hawthorn,0,81,108,623.0,311.0,435.0,1058.0,38.0,42.0,87.0,149.0,116.0,151.0,91.0,141.0,55.0,53.0,7.0,362.0,682.0,33.0,50.0,109.0,32.0,28.0,1801.0,https://afltables.com/afl/stats/games/2022/051020220507.html,2022
Brisbane Lions,1,105,30,700.0,331.0,403.0,1103.0,36.0,24.0,129.0,212.0,104.0,169.0,113.0,151.0,53.0,52.0,12.0,412.0,684.0,27.0,36.0,136.0,1.0,20.0,1798.0,https://afltables.com/afl/stats/games/2022/181920220507.html,2022
West Coast,0,30,105,677.0,326.0,416.0,1093.0,24.0,21.0,84.0,202.0,127.0,134.0,112.0,173.0,52.0,53.0,6.0,410.0,669.0,30.0,27.0,125.0,2.0,13.0,1802.0,https://afltables.com/afl/stats/games/2022/181920220507.html,2022
Melbourne,1,93,55,697.0,317.0,445.0,1142.0,36.0,25.0,81.0,167.0,111.0,154.0,88.0,185.0,68.0,61.0,12.0,425.0,714.0,36.0,23.0,131.0,13.0,15.0,1800.0,https://afltables.com/afl/stats/games/2022/111520220508.html,2022
St Kilda,0,55,93,704.0,331.0,410.0,1114.0,30.0,23.0,87.0,175.0,117.0,143.0,89.0,208.0,61.0,68.0,6.0,406.0,696.0,33.0,19.0,142.0,20.0,12.0,1801.0,https://afltables.com/afl/stats/games/2022/111520220508.html,2022
Carlton,1,116,68,704.0,321.0,435.0,1139.0,44.0,36.0,90.0,154.0,129.0,197.0,115.0,190.0,82.0,77.0,12.0,412.0,718.0,29.0,28.0,140.0,23.0,29.0,1799.0,https://afltables.com/afl/stats/games/2022/010320220508.html,2022
Adelaide,0,68,116,679.0,300.0,435.0,1114.0,37.0,30.0,114.0,161.0,150.0,172.0,104.0,203.0,77.0,82.0,6.0,398.0,707.0,22.0,23.0,145.0,16.0,25.0,1799.0,https://afltables.com/afl/stats/games/2022/010320220508.html,2022
Collingwood,1,51,99,635.0,299.0,448.0,1083.0,28.0,33.0,111.0,167.0,140.0,160.0,97.0,194.0,58.0,62.0,6.0,358.0,690.0,26.0,36.0,138.0,31.0,20.0,1802.0,https://afltables.com/afl/stats/games/2022/040720220513.html,2022
Western Bulldogs,0,99,51,721.0,343.0,476.0,1197.0,35.0,39.0,108.0,166.0,127.0,182.0,113.0,193.0,62.0,58.0,12.0,398.0,774.0,25.0,39.0,153.0,29.0,25.0,1801.0,https://afltables.com/afl/stats/games/2022/040720220513.html,2022
Hawthorn,1,94,117,624.0,240.0,428.0,1052.0,45.0,35.0,104.0,183.0,127.0,156.0,114.0,175.0,59.0,49.0,6.0,415.0,588.0,43.0,31.0,130.0,17.0,29.0,1798.0,https://afltables.com/afl/stats/games/2022/101420220514.html,2022
Richmond,0,117,94,639.0,234.0,454.0,1093.0,48.0,40.0,142.0,204.0,107.0,177.0,120.0,188.0,49.0,59.0,12.0,419.0,624.0,35.0,35.0,137.0,19.0,28.0,1801.0,https://afltables.com/afl/stats/games/2022/101420220514.html,2022
North Melbourne,1,46,115,594.0,227.0,381.0,975.0,29.0,33.0,105.0,154.0,122.0,147.0,110.0,186.0,68.0,61.0,6.0,381.0,573.0,27.0,34.0,150.0,4.0,24.0,1801.0,https://afltables.com/afl/stats/games/2022/121320220514.html,2022
Port Adelaide,0,115,46,636.0,250.0,423.0,1059.0,40.0,36.0,111.0,152.0,115.0,165.0,121.0,189.0,61.0,68.0,12.0,414.0,639.0,27.0,50.0,159.0,8.0,33.0,1802.0,https://afltables.com/afl/stats/games/2022/121320220514.html,2022
St Kilda,1,90,80,687.0,314.0,501.0,1188.0,37.0,38.0,116.0,145.0,119.0,155.0,113.0,132.0,57.0,57.0,12.0,390.0,768.0,33.0,40.0,130.0,21.0,26.0,1797.0,https://afltables.com/afl/stats/games/2022/091520220514.html,2022
Geelong,0,80,90,651.0,298.0,501.0,1152.0,35.0,40.0,112.0,140.0,118.0,154.0,109.0,144.0,57.0,57.0,6.0,375.0,753.0,30.0,38.0,149.0,15.0,25.0,1798.0,https://afltables.com/afl/stats/games/2022/091520220514.html,2022
Sydney,1,105,47,705.0,317.0,414.0,1119.0,34.0,53.0,74.0,140.0,128.0,169.0,94.0,158.0,66.0,60.0,12.0,401.0,691.0,24.0,44.0,149.0,14.0,25.0,1799.0,https://afltables.com/afl/stats/games/2022/051620220514.html,2022
Essendon,0,47,105,645.0,283.0,411.0,1056.0,26.0,43.0,76.0,115.0,133.0,158.0,89.0,166.0,60.0,66.0,6.0,388.0,638.0,24.0,31.0,139.0,13.0,17.0,1796.0,https://afltables.com/afl/stats/games/2022/051620220514.html,2022
Adelaide,1,66,102,636.0,222.0,413.0,1049.0,34.0,30.0,127.0,205.0,123.0,163.0,129.0,186.0,78.0,70.0,6.0,460.0,557.0,21.0,23.0,155.0,4.0,26.0,1803.0,https://afltables.com/afl/stats/games/2022/011920220514.html,2022
Brisbane Lions,0,102,66,654.0,231.0,385.0,1039.0,41.0,24.0,152.0,191.0,126.0,167.0,132.0,195.0,72.0,74.0,12.0,473.0,529.0,27.0,22.0,157.0,5.0,31.0,1800.0,https://afltables.com/afl/stats/games/2022/011920220514.html,2022
Gold Coast,1,69,33,661.0,194.0,385.0,1046.0,24.0,27.0,112.0,263.0,146.0,135.0,122.0,246.0,64.0,68.0,12.0,505.0,521.0,21.0,13.0,204.0,13.0,11.0,1802.0,https://afltables.com/afl/stats/games/2022/082020220515.html,2022
Fremantle,0,33,69,647.0,202.0,440.0,1087.0,18.0,27.0,125.0,271.0,112.0,165.0,106.0,231.0,68.0,64.0,6.0,488.0,577.0,15.0,11.0,192.0,11.0,7.0,1798.0,https://afltables.com/afl/stats/games/2022/082020220515.html,2022
Greater Western Sydney,1,75,105,656.0,277.0,472.0,1128.0,37.0,33.0,103.0,144.0,131.0,158.0,92.0,207.0,69.0,63.0,8.0,421.0,679.0,33.0,22.0,158.0,19.0,15.0,1800.0,https://afltables.com/afl/stats/games/2022/032120220515.html,2022
Carlton,0,105,75,697.0,302.0,497.0,1194.0,41.0,39.0,74.0,135.0,118.0,175.0,100.0,207.0,63.0,69.0,10.0,455.0,731.0,36.0,29.0,133.0,26.0,21.0,1801.0,https://afltables.com/afl/stats/games/2022/032120220515.html,2022
West Coast,1,38,112,638.0,290.0,463.0,1101.0,26.0,32.0,85.0,174.0,113.0,129.0,91.0,175.0,68.0,61.0,6.0,373.0,713.0,13.0,29.0,151.0,16.0,18.0,1798.0,https://afltables.com/afl/stats/games/2022/111820220515.html,2022
Melbourne,0,112,38,652.0,274.0,503.0,1155.0,37.0,40.0,113.0,165.0,100.0,153.0,101.0,179.0,61.0,68.0,12.0,392.0,742.0,14.0,34.0,140.0,17.0,24.0,1800.0,https://afltables.com/afl/stats/games/2022/111820220515.html,2022
Carlton,1,102,87,658.0,269.0,420.0,1078.0,43.0,33.0,86.0,170.0,117.0,154.0,98.0,152.0,85.0,74.0,10.0,456.0,624.0,44.0,28.0,140.0,15.0,28.0,1800.0,https://afltables.com/afl/stats/games/2022/031620220520.html,2022
Sydney,0,87,102,665.0,295.0,381.0,1046.0,41.0,30.0,79.0,160.0,108.0,161.0,100.0,178.0,74.0,85.0,8.0,432.0,609.0,40.0,35.0,124.0,12.0,29.0,1799.0,https://afltables.com/afl/stats/games/2022/031620220520.html,2022
Western Bulldogs,1,106,87,619.0,242.0,401.0,1020.0,43.0,41.0,126.0,190.0,125.0,172.0,134.0,178.0,62.0,61.0,12.0,437.0,580.0,47.0,39.0,154.0,6.0,27.0,1802.0,https://afltables.com/afl/stats/games/2022/072020220521.html,2022
Gold Coast,0,87,106,623.0,250.0,322.0,945.0,41.0,34.0,150.0,194.0,124.0,170.0,121.0,176.0,61.0,62.0,6.0,418.0,515.0,40.0,33.0,146.0,3.0,24.0,1800.0,https://afltables.com/afl/stats/games/2022/072020220521.html,2022
Geelong,1,82,47,653.0,275.0,524.0,1177.0,29.0,37.0,112.0,163.0,115.0,157.0,127.0,165.0,68.0,64.0,11.0,421.0,758.0,31.0,23.0,147.0,24.0,22.0,1800.0,https://afltables.com/afl/stats/games/2022/091320220521.html,2022
Port Adelaide,0,47,82,658.0,301.0,493.0,1151.0,25.0,26.0,116.0,158.0,125.0,143.0,116.0,165.0,64.0,68.0,7.0,392.0,751.0,32.0,31.0,144.0,24.0,20.0,1798.0,https://afltables.com/afl/stats/games/2022/091320220521.html,2022
North Melbourne,1,53,100,641.0,288.0,411.0,1052.0,30.0,26.0,129.0,174.0,142.0,142.0,113.0,194.0,61.0,68.0,7.0,378.0,653.0,30.0,20.0,129.0,12.0,20.0,1799.0,https://afltables.com/afl/stats/games/2022/111220220521.html,2022
Melbourne,0,100,53,610.0,243.0,414.0,1024.0,36.0,37.0,114.0,171.0,110.0,182.0,130.0,178.0,68.0,61.0,11.0,399.0,610.0,33.0,22.0,117.0,12.0,25.0,1799.0,https://afltables.com/afl/stats/games/2022/111220220521.html,2022
Adelaide,1,69,90,630.0,271.0,392.0,1022.0,32.0,36.0,89.0,149.0,99.0,139.0,101.0,175.0,82.0,71.0,7.0,382.0,620.0,38.0,34.0,153.0,5.0,19.0,1800.0,https://afltables.com/afl/stats/games/2022/011520220521.html,2022
St Kilda,0,90,69,627.0,275.0,409.0,1036.0,37.0,27.0,112.0,133.0,105.0,137.0,94.0,197.0,71.0,82.0,11.0,380.0,634.0,40.0,38.0,168.0,10.0,26.0,1798.0,https://afltables.com/afl/stats/games/2022/011520220521.html,2022
Richmond,1,80,48,656.0,275.0,490.0,1146.0,29.0,34.0,92.0,166.0,129.0,159.0,92.0,210.0,65.0,70.0,12.0,449.0,685.0,35.0,32.0,168.0,11.0,24.0,1799.0,https://afltables.com/afl/stats/games/2022/051420220521.html,2022
Essendon,0,48,80,631.0,250.0,476.0,1107.0,25.0,26.0,76.0,179.0,132.0,153.0,94.0,207.0,70.0,65.0,6.0,439.0,650.0,25.0,22.0,156.0,10.0,21.0,1801.0,https://afltables.com/afl/stats/games/2022/051420220521.html,2022
Greater Western Sydney,1,138,86,617.0,321.0,447.0,1064.0,55.0,32.0,132.0,180.0,87.0,140.0,116.0,140.0,47.0,46.0,12.0,395.0,675.0,38.0,55.0,107.0,14.0,36.0,1801.0,https://afltables.com/afl/stats/games/2022/182120220522.html,2022
West Coast,0,86,138,562.0,279.0,402.0,964.0,47.0,28.0,138.0,171.0,84.0,136.0,112.0,130.0,46.0,47.0,6.0,367.0,594.0,37.0,47.0,103.0,13.0,30.0,1798.0,https://afltables.com/afl/stats/games/2022/182120220522.html,2022
Hawthorn,1,117,112,597.0,206.0,376.0,973.0,53.0,28.0,125.0,187.0,118.0,161.0,128.0,193.0,99.0,90.0,12.0,436.0,536.0,35.0,33.0,179.0,20.0,29.0,1800.0,https://afltables.com/afl/stats/games/2022/101920220522.html,2022
Brisbane Lions,0,112,117,636.0,229.0,374.0,1010.0,52.0,29.0,169.0,188.0,107.0,172.0,127.0,197.0,90.0,99.0,6.0,446.0,565.0,37.0,36.0,190.0,10.0,31.0,1799.0,https://afltables.com/afl/stats/games/2022/101920220522.html,2022
Fremantle,1,44,80,666.0,206.0,475.0,1141.0,24.0,24.0,151.0,209.0,134.0,152.0,131.0,203.0,69.0,63.0,8.0,502.0,596.0,36.0,12.0,192.0,1.0,11.0,1800.0,https://afltables.com/afl/stats/games/2022/040820220522.html,2022
Collingwood,0,80,44,675.0,196.0,419.0,1094.0,30.0,24.0,125.0,238.0,124.0,166.0,133.0,208.0,63.0,69.0,10.0,479.0,553.0,36.0,18.0,207.0,2.0,16.0,1800.0,https://afltables.com/afl/stats/games/2022/040820220522.html,2022
Sydney,1,106,100,618.0,199.0,335.0,953.0,47.0,30.0,109.0,184.0,125.0,177.0,121.0,205.0,91.0,92.0,10.0,427.0,496.0,27.0,28.0,162.0,18.0,31.0,1800.0,https://afltables.com/afl/stats/games/2022/141620220527.html,2022
Richmond,0,100,106,600.0,188.0,379.0,979.0,46.0,30.0,116.0,200.0,127.0,174.0,125.0,212.0,92.0,91.0,8.0,428.0,524.0,24.0,23.0,156.0,12.0,29.0,1802.0,https://afltables.com/afl/stats/games/2022/141620220527.html,2022
Geelong,1,97,55,650.0,286.0,543.0,1193.0,37.0,27.0,134.0,278.0,101.0,158.0,141.0,214.0,73.0,74.0,10.0,461.0,741.0,25.0,23.0,151.0,6.0,26.0,1799.0,https://afltables.com/afl/stats/games/2022/010920220528.html,2022
Adelaide,0,55,97,622.0,266.0,546.0,1168.0,29.0,33.0,142.0,256.0,118.0,133.0,147.0,212.0,74.0,73.0,8.0,472.0,711.0,23.0,28.0,158.0,6.0,22.0,1799.0,https://afltables.com/afl/stats/games/2022/010920220528.html,2022
Brisbane Lions,1,110,96,645.0,260.0,414.0,1059.0,47.0,34.0,124.0,157.0,113.0,170.0,111.0,176.0,57.0,57.0,10.0,436.0,621.0,32.0,37.0,168.0,19.0,32.0,1801.0,https://afltables.com/afl/stats/games/2022/192120220528.html,2022
Greater Western Sydney,0,96,110,645.0,265.0,384.0,1029.0,46.0,26.0,95.0,170.0,121.0,160.0,111.0,175.0,57.0,57.0,8.0,407.0,609.0,31.0,29.0,168.0,23.0,31.0,1799.0,https://afltables.com/afl/stats/games/2022/192120220528.html,2022
Melbourne,1,56,94,641.0,278.0,425.0,1066.0,28.0,38.0,93.0,133.0,120.0,155.0,100.0,148.0,42.0,39.0,6.0,396.0,643.0,37.0,23.0,158.0,9.0,22.0,1802.0,https://afltables.com/afl/stats/games/2022/081120220528.html,2022
Fremantle,0,94,56,706.0,334.0,418.0,1124.0,35.0,34.0,105.0,137.0,123.0,157.0,110.0,143.0,39.0,42.0,12.0,408.0,698.0,44.0,25.0,142.0,6.0,26.0,1800.0,https://afltables.com/afl/stats/games/2022/081120220528.html,2022
West Coast,1,60,161,634.0,305.0,420.0,1054.0,43.0,23.0,90.0,180.0,108.0,142.0,101.0,151.0,58.0,68.0,6.0,363.0,689.0,29.0,36.0,115.0,15.0,27.0,1800.0,https://afltables.com/afl/stats/games/2022/071820220528.html,2022
Western Bulldogs,0,161,60,644.0,292.0,480.0,1124.0,59.0,28.0,111.0,180.0,96.0,173.0,112.0,143.0,68.0,58.0,12.0,390.0,727.0,31.0,48.0,119.0,27.0,39.0,1799.0,https://afltables.com/afl/stats/games/2022/071820220528.html,2022
Gold Coast,1,121,54,646.0,224.0,313.0,959.0,43.0,38.0,88.0,205.0,114.0,168.0,93.0,184.0,86.0,76.0,12.0,413.0,496.0,31.0,39.0,174.0,22.0,26.0,1799.0,https://afltables.com/afl/stats/games/2022/102020220528.html,2022
Hawthorn,0,54,121,614.0,214.0,341.0,955.0,32.0,37.0,56.0,185.0,123.0,150.0,81.0,206.0,76.0,86.0,6.0,379.0,521.0,23.0,27.0,171.0,23.0,19.0,1798.0,https://afltables.com/afl/stats/games/2022/102020220528.html,2022
St Kilda,1,103,50,676.0,341.0,401.0,1077.0,39.0,22.0,143.0,202.0,90.0,150.0,108.0,204.0,60.0,57.0,12.0,393.0,707.0,32.0,32.0,119.0,36.0,22.0,1801.0,https://afltables.com/afl/stats/games/2022/121520220529.html,2022
North Melbourne,0,50,103,629.0,316.0,373.0,1002.0,30.0,23.0,142.0,203.0,102.0,126.0,120.0,195.0,57.0,60.0,6.0,372.0,649.0,31.0,31.0,121.0,24.0,17.0,1796.0,https://afltables.com/afl/stats/games/2022/121520220529.html,2022
